gender,PhoneService,MultipleLines,InternetService,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,2,2,2,0,0,88.9,6000.1,0
1,1,2,1,0,0,3,59.0,1654.5,0
1,1,0,2,0,0,2,70.1,302.6,0
0,0,1,1,0,2,0,39.1,971.3,1
1,1,0,1,0,0,1,54.2,2319.8,1
1,1,2,2,2,0,3,94.1,518.8,0
0,1,0,2,0,0,1,80.3,5017.7,0
0,1,0,2,2,2,2,92.9,5305.1,0
1,1,2,2,2,0,1,83.2,446.1,1
0,1,2,1,2,0,1,59.1,1882.8,0
1,1,2,2,2,2,2,100.3,3527.6,1
0,1,0,0,1,1,3,20.2,83.8,0
0,1,0,2,0,0,1,70.0,1205.5,0
1,1,2,2,2,2,1,105.8,7629.9,0
1,1,2,2,2,0,0,94.2,5811.8,0
0,1,2,0,1,1,3,26.3,1688.9,0
1,1,2,2,0,0,0,90.4,6563.4,0
1,1,0,0,1,1,0,19.9,943.1,0
0,1,2,0,1,1,2,24.0,226.6,0
1,1,2,2,2,2,2,98.0,384.5,1
1,1,2,2,0,0,2,74.9,321.8,1
0,1,2,2,0,2,2,86.8,1975.9,0
0,1,0,2,2,0,2,79.7,497.6,0
0,1,2,1,2,2,0,74.8,827.1,0
1,1,0,0,1,1,3,20.6,252.8,0
0,1,0,2,0,0,2,84.6,959.9,0
0,1,0,1,2,0,0,67.5,1544.1,1
1,1,0,2,0,0,1,75.5,3545.1,0
1,1,2,2,2,2,2,98.8,2407.3,1
1,1,2,1,0,0,3,64.4,2088.8,1
0,1,0,0,1,1,3,21.3,204.6,0
0,1,0,2,0,0,0,74.9,2068.6,1
1,1,2,1,0,0,1,64.2,4254.1,0
1,0,1,1,2,2,1,50.7,1905.4,0
1,1,2,2,2,2,0,110.5,2857.6,0
1,1,0,0,1,1,0,20.5,38.3,0
1,1,0,0,1,1,3,19.4,19.4,0
0,1,2,2,0,0,2,89.8,5769.6,1
1,1,0,1,0,0,3,54.3,1546.3,0
0,1,2,2,2,0,2,84.5,1059.6,1
1,1,0,2,0,0,3,70.5,70.5,1
0,1,2,2,0,0,2,79.5,2180.6,1
0,1,2,0,1,1,1,25.3,1672.4,0
1,1,2,1,0,0,0,59.8,4265.0,0
0,1,2,2,0,0,0,89.9,5125.8,0
0,1,2,2,2,2,2,99.8,673.3,1
1,1,2,2,2,0,2,94.4,1607.2,1
1,1,2,0,1,1,0,24.7,1685.9,0
0,1,0,1,0,0,3,45.6,45.6,0
1,1,2,0,1,1,3,24.7,1642.8,0
1,1,2,2,0,0,1,77.8,4266.4,0
0,1,2,2,0,0,0,79.6,3974.7,0
1,1,2,2,2,0,2,85.2,474.8,1
1,1,2,2,2,2,1,115.1,4895.1,0
0,1,2,2,2,2,2,101.9,5549.4,1
0,1,0,0,1,1,3,19.7,1275.9,0
0,1,0,0,1,1,1,20.4,531.6,0
1,1,0,1,0,2,3,69.8,1545.4,0
0,1,0,2,2,0,0,85.2,503.6,1
0,1,2,2,0,0,2,89.3,2823.0,0
0,1,0,2,0,0,2,81.1,5135.4,0
0,1,0,0,1,1,2,20.9,1539.8,0
0,0,1,1,2,2,0,54.1,3794.5,0
1,1,0,1,0,0,3,53.6,53.6,0
0,1,2,2,2,2,0,103.5,6548.7,0
0,1,0,1,2,2,2,70.3,132.4,0
0,1,0,1,0,0,2,44.0,44.0,0
0,1,2,1,0,2,2,64.4,1802.2,0
0,1,0,0,1,1,3,20.3,36.8,0
1,1,2,1,2,2,1,89.6,6448.9,0
0,1,0,2,2,0,0,91.3,2483.7,0
1,1,2,2,2,2,3,100.9,5448.6,0
1,1,0,1,0,2,0,71.0,4386.2,0
0,1,2,2,2,2,2,108.9,3625.2,0
0,1,2,1,0,0,2,60.1,3229.7,1
0,1,0,0,1,1,0,19.8,726.1,0
1,1,0,2,0,2,0,85.9,1269.6,1
0,1,0,1,2,2,2,82.6,5832.7,0
0,1,0,2,0,0,3,74.4,533.6,0
0,1,2,2,2,2,0,111.2,7530.8,0
0,1,2,2,0,2,1,95.7,5088.4,0
1,1,2,2,2,2,0,108.8,7493.1,0
0,1,2,1,2,2,3,74.8,1821.2,0
1,1,0,1,2,2,2,78.5,571.1,0
0,1,2,0,1,1,0,25.5,958.5,0
0,1,0,0,1,1,3,20.6,1067.7,0
0,1,2,2,2,2,1,98.7,6962.9,0
1,1,0,0,1,1,3,19.6,265.3,0
1,1,0,0,1,1,2,18.9,18.9,0
0,1,0,2,2,2,2,94.2,2607.6,0
1,1,2,1,2,2,2,83.9,2310.2,0
0,1,0,1,0,0,1,55.8,2651.2,0
0,1,0,2,0,2,2,91.0,531.0,1
0,1,0,1,2,2,1,76.8,4541.9,0
0,1,2,2,2,0,0,105.7,3181.8,0
1,1,0,0,1,1,0,20.6,654.6,0
0,1,0,2,2,2,2,92.0,266.8,0
0,1,2,1,0,0,3,55.7,259.4,0
1,1,2,1,2,2,0,89.0,6293.2,0
0,1,0,2,0,0,2,69.9,69.9,0
1,1,2,1,2,2,1,91.3,4965.0,0
0,1,2,2,2,0,1,106.1,7548.6,0
0,1,2,1,0,0,0,65.7,4378.9,0
1,0,1,1,2,2,3,58.5,539.9,1
1,1,0,1,2,2,2,78.5,3126.5,0
1,1,2,1,0,2,0,82.7,5831.2,0
0,1,2,2,2,2,1,110.9,8240.9,0
1,1,2,2,2,2,0,110.5,7982.5,0
0,1,0,2,0,0,3,83.8,1029.8,1
0,1,0,1,0,2,2,64.2,3627.3,0
0,1,2,2,2,2,0,103.8,7346.2,0
1,1,2,2,2,2,0,108.8,7082.5,0
1,1,2,2,0,0,2,80.5,502.9,1
1,1,0,2,0,0,0,70.9,273.0,1
0,1,2,2,0,2,2,102.0,6529.3,1
0,1,2,0,1,1,0,24.7,1620.5,0
0,1,2,2,2,0,2,94.0,773.7,1
0,1,0,0,1,1,3,20.8,1521.2,0
1,0,1,1,2,0,0,45.6,3027.3,0
0,1,2,1,2,2,1,72.2,794.3,1
1,1,2,2,2,2,3,109.6,4830.3,1
1,1,0,1,0,0,3,61.2,1422.1,1
0,1,0,2,2,0,2,81.5,912.0,0
0,1,0,1,0,0,1,45.8,436.2,0
0,1,0,1,0,0,1,48.7,1421.8,0
1,1,0,0,1,1,3,20.1,163.6,0
1,1,0,0,1,1,0,20.3,224.5,0
0,0,1,1,2,0,0,54.0,3888.7,0
0,1,2,2,2,2,1,106.0,5341.8,1
1,1,2,2,2,2,1,108.2,7930.6,0
0,1,0,1,0,0,2,44.8,333.7,0
0,1,2,2,2,0,2,100.7,4541.2,1
1,1,2,1,0,0,1,49.0,273.3,0
1,1,0,2,0,2,2,89.3,487.1,0
1,1,2,0,1,1,2,26.9,1250.9,0
0,1,0,2,2,2,2,93.6,3366.1,0
0,1,0,2,2,2,2,94.7,740.3,1
0,0,1,1,2,2,3,60.3,2448.5,0
0,1,2,2,2,2,2,104.0,6363.5,0
0,1,2,2,2,0,1,98.0,7114.3,0
1,1,0,2,2,2,3,99.1,3878.0,0
0,1,0,0,1,1,0,19.6,161.2,0
0,1,0,2,2,2,2,89.1,89.1,1
1,0,1,1,2,2,0,59.6,2016.3,0
1,1,2,2,2,0,1,86.6,2697.4,1
1,1,0,2,2,2,2,89.5,853.1,1
1,1,0,0,1,1,1,19.9,1328.4,0
0,1,0,0,1,1,3,19.5,1026.4,0
0,1,0,0,1,1,3,19.4,93.4,0
0,1,2,1,2,2,1,78.8,3682.5,0
0,1,0,0,1,1,3,19.8,1124.2,0
1,1,0,2,0,0,2,69.3,153.8,0
1,1,0,1,0,0,0,50.8,288.1,1
0,0,1,1,0,0,2,29.6,79.5,1
0,0,1,1,0,2,0,43.8,903.6,1
1,1,0,2,0,0,0,80.0,2684.9,0
0,1,2,2,2,2,3,100.0,1132.8,1
1,1,2,2,2,2,0,114.7,8334.0,0
1,1,0,1,2,0,1,65.3,3791.6,0
0,1,2,2,0,2,2,85.6,5084.7,1
0,1,2,1,2,2,0,77.2,2753.8,0
0,1,2,0,1,1,3,24.8,1229.1,0
0,1,0,1,0,0,2,45.6,402.6,1
1,1,0,1,2,0,2,59.4,1023.9,1
0,1,2,2,2,2,2,108.9,6287.3,1
0,1,0,2,2,2,2,94.9,1048.9,1
0,1,0,2,2,0,3,89.9,244.5,0
1,1,0,0,1,1,1,19.8,1437.0,0
1,0,1,1,0,0,0,30.9,394.1,0
1,1,0,2,2,0,0,89.2,2257.8,1
0,1,0,0,1,1,3,20.1,20.1,1
0,1,2,1,0,0,3,62.1,62.1,1
0,1,2,2,0,2,0,102.1,7149.4,0
0,1,2,2,0,2,1,90.9,90.9,1
0,1,2,2,2,2,2,100.9,819.6,1
1,0,1,1,0,0,2,25.3,25.3,0
1,1,2,1,0,0,2,53.1,2459.8,0
0,1,2,2,2,2,0,103.7,4747.9,0
1,1,2,2,2,2,0,103.4,847.3,1
0,1,2,2,2,2,0,94.9,462.8,1
0,1,0,2,2,2,3,93.2,2157.3,0
1,1,0,2,2,2,2,95.3,5817.7,0
1,0,1,1,2,2,2,49.7,2553.4,0
0,0,1,1,2,0,1,49.0,1880.9,1
1,1,2,0,1,1,3,26.0,684.1,0
0,1,2,2,2,0,0,85.5,4517.3,1
0,1,0,2,0,2,2,80.0,80.0,1
1,0,1,1,0,0,0,30.0,30.0,1
0,1,0,2,0,2,2,85.6,1601.5,0
0,1,0,0,1,1,0,20.1,902.0,0
0,1,0,2,2,0,2,79.3,267.6,1
1,1,0,1,0,0,2,44.6,480.6,1
0,0,1,1,2,2,2,55.0,772.0,0
0,1,0,2,0,0,3,70.3,331.9,1
0,1,0,2,2,2,0,100.4,2799.0,0
0,1,2,2,2,2,0,93.9,5574.8,1
0,1,0,1,0,0,1,44.9,435.4,1
1,1,0,1,2,2,3,80.9,1715.0,0
1,0,1,1,2,2,2,45.7,198.0,1
1,1,2,0,1,1,1,26.1,225.6,0
0,1,0,2,0,0,3,71.5,371.6,0
0,1,0,2,0,0,2,79.9,741.7,1
1,1,2,2,2,2,0,97.9,1105.4,1
0,1,0,1,2,2,2,73.6,3522.7,0
0,0,1,1,0,0,3,41.4,107.3,0
0,1,0,2,0,0,2,75.9,75.9,1
0,0,1,1,0,0,0,40.7,947.4,0
1,1,0,2,2,2,2,94.5,1511.2,1
0,1,0,1,2,2,2,81.7,2212.6,0
0,1,2,0,1,1,3,25.8,1686.2,0
1,0,1,1,2,2,2,51.4,96.8,0
0,1,0,0,1,1,1,20.4,122.0,0
0,1,2,2,0,0,3,75.7,5060.9,0
1,1,0,1,0,0,1,58.0,3042.3,0
0,1,2,2,0,0,2,85.8,2440.3,0
1,1,0,2,0,0,2,70.1,70.1,0
1,1,0,2,0,0,2,70.2,268.4,1
1,1,2,1,2,2,1,85.4,5897.4,0
1,0,1,1,2,0,2,38.9,664.4,0
0,1,2,2,2,2,2,93.0,2248.1,0
1,1,0,2,2,2,0,103.8,4327.5,0
1,0,1,1,2,2,2,50.8,3027.4,1
0,1,2,2,2,2,2,95.2,930.4,1
1,1,0,1,2,0,0,59.5,530.1,0
1,1,0,1,2,2,0,69.5,1614.1,0
0,1,0,0,1,1,3,20.1,358.5,0
1,1,2,2,2,2,0,115.6,8220.4,0
1,1,2,2,0,0,0,86.8,5327.3,0
0,1,0,0,1,1,3,19.4,50.6,0
0,1,2,1,2,2,1,90.8,6302.9,0
1,1,2,2,2,2,2,102.5,102.5,1
1,1,0,0,1,1,3,20.4,1267.0,0
0,1,2,2,2,2,2,98.3,4858.7,0
1,1,2,2,2,2,0,110.5,8058.9,0
1,1,2,2,0,2,2,94.7,5469.0,0
1,1,0,0,1,1,0,20.4,369.6,0
1,1,2,2,2,2,1,115.1,7133.5,0
0,1,0,0,1,1,3,20.1,533.9,0
0,0,1,1,0,0,0,40.2,1448.8,1
1,1,0,2,2,0,2,85.8,471.0,1
1,1,0,2,0,0,0,69.6,222.3,1
0,1,0,2,0,0,1,75.3,2263.4,0
1,1,0,1,0,0,3,49.2,1498.6,0
0,1,0,0,1,1,1,20.8,469.7,0
1,1,0,2,0,0,2,74.8,1438.1,0
1,1,0,2,2,0,2,91.9,1574.5,1
1,1,2,1,0,0,3,66.9,4577.9,0
1,1,0,0,1,1,3,20.0,936.7,0
0,1,0,0,1,1,1,20.4,1090.6,0
1,1,2,1,2,2,2,78.8,995.4,0
1,1,2,2,2,0,0,85.4,1961.6,0
0,0,1,1,0,0,3,25.2,476.8,0
1,1,2,2,0,0,2,90.7,1374.9,0
0,1,0,2,2,0,2,80.6,415.6,1
1,1,0,0,1,1,3,20.3,1048.5,0
0,1,0,2,0,0,2,73.9,3122.4,0
0,1,0,2,2,2,2,100.6,4398.2,1
1,1,2,1,2,2,1,89.8,6367.2,0
1,1,2,2,2,2,2,105.3,545.2,1
1,1,0,1,0,0,3,51.5,1758.9,0
1,1,0,0,1,1,3,20.0,212.0,0
1,1,2,0,1,1,0,24.5,1709.1,0
1,1,0,2,0,2,2,79.8,769.1,0
0,0,1,1,0,0,0,36.1,2298.9,0
1,1,0,0,1,1,1,20.6,57.4,0
0,1,0,2,2,2,0,105.7,6844.5,0
1,0,1,1,2,2,0,62.5,4136.4,0
1,1,0,2,0,0,3,71.1,71.1,0
1,1,0,2,2,2,0,94.4,2638.1,0
0,1,0,2,0,0,2,70.2,931.8,0
1,1,2,1,0,2,0,79.5,5661.7,0
1,1,2,1,0,0,2,55.8,446.8,0
0,1,2,2,2,2,2,106.1,2847.4,1
1,1,2,2,2,2,2,105.1,6915.0,0
1,1,0,2,2,0,2,82.9,880.1,0
1,1,0,0,1,1,3,19.2,459.6,0
0,0,1,1,2,2,2,50.3,2997.5,0
0,1,0,0,1,1,1,19.4,1284.2,0
1,1,0,0,1,1,1,19.9,1379.6,0
0,1,2,1,2,0,1,71.1,4140.1,0
1,0,1,1,0,2,2,47.1,3263.6,0
0,1,0,0,1,1,1,20.6,1252.9,0
0,1,2,0,1,1,3,26.1,1851.5,0
0,1,0,2,0,0,1,75.4,75.4,0
0,1,2,2,2,0,2,96.5,1392.3,0
1,1,2,2,0,0,2,80.2,319.9,0
1,0,1,1,2,2,2,45.0,996.9,0
0,1,2,2,2,2,2,106.8,7623.2,0
1,1,2,1,2,0,3,81.3,3541.1,0
0,1,2,2,2,2,3,108.5,6880.9,0
0,1,2,1,0,0,0,59.2,1191.2,0
1,1,2,2,0,0,1,79.9,2404.2,1
0,1,2,2,2,2,2,94.9,335.8,0
0,1,0,0,1,1,3,20.7,417.5,0
0,1,0,2,2,2,1,97.6,5598.0,0
0,0,1,1,0,0,2,29.4,221.9,1
0,1,0,0,1,1,0,19.5,600.3,0
1,0,1,1,2,0,1,54.2,3624.0,0
1,1,0,1,2,2,1,82.0,5999.9,0
0,1,0,1,2,0,2,64.7,3735.5,0
0,1,0,0,1,1,3,20.5,20.5,0
1,1,2,1,2,0,0,74.6,4369.0,0
1,1,0,1,0,2,2,59.2,59.2,1
0,1,2,2,2,2,1,99.3,918.8,0
1,1,0,0,1,1,1,20.2,68.5,0
0,1,2,1,2,2,1,88.6,6362.4,0
1,1,2,2,2,2,1,106.1,6703.5,0
1,1,0,2,2,0,2,80.2,384.3,0
0,1,0,2,0,2,0,95.0,2142.8,0
0,1,2,0,1,1,0,25.5,809.3,0
0,1,0,2,0,2,0,80.0,1043.4,0
1,1,0,0,1,1,3,20.3,535.4,0
0,1,0,0,1,1,3,20.4,20.4,0
0,1,2,2,2,2,2,104.1,7040.9,1
0,1,2,2,0,2,1,97.8,6991.6,0
0,1,2,2,2,2,2,110.7,4428.6,0
0,1,0,1,0,0,0,48.8,664.4,0
0,1,0,1,2,2,0,87.0,4138.9,0
0,1,2,0,1,1,1,24.7,1574.5,0
1,0,1,1,0,0,1,28.6,973.6,1
1,1,2,2,0,0,2,74.2,74.2,1
1,1,0,0,1,1,0,19.9,717.5,0
0,0,1,1,2,0,3,40.7,329.0,1
0,1,0,1,2,0,3,59.8,3561.2,0
1,1,2,2,0,0,0,87.6,4884.9,0
1,1,0,1,0,0,0,45.2,1841.9,0
1,1,0,1,2,0,1,70.8,3478.2,0
0,1,0,1,0,0,3,50.8,202.3,0
0,1,2,2,0,0,0,79.4,661.3,1
0,1,2,2,2,2,2,95.4,3474.2,0
1,0,1,1,0,0,2,24.4,41.9,1
0,1,2,2,0,0,1,94.6,6078.8,0
1,1,0,1,2,2,0,85.9,3003.6,0
1,1,0,0,1,1,3,20.2,118.0,0
0,1,2,2,2,2,2,107.5,7713.6,0
0,1,2,0,1,1,3,26.4,121.3,0
1,1,0,0,1,1,2,19.7,1140.1,0
0,1,2,1,0,0,2,47.2,223.2,1
0,1,0,1,2,0,3,53.5,53.5,1
0,1,0,2,0,0,1,80.4,5375.2,0
1,1,0,2,0,0,1,83.9,3233.6,1
1,1,2,1,0,0,2,54.1,889.0,0
1,1,0,1,0,2,0,72.4,4991.5,0
0,1,2,2,2,2,1,117.0,8594.4,0
1,1,0,2,0,0,2,68.7,1493.2,0
0,1,0,0,1,1,3,19.0,78.9,0
1,0,1,1,0,0,3,29.2,98.5,0
0,1,2,2,2,2,2,99.4,6856.5,0
0,1,2,2,2,2,2,93.9,196.8,1
0,1,2,2,2,2,0,98.3,6859.5,1
1,1,0,0,1,1,2,21.0,21.0,1
0,1,0,0,1,1,3,19.7,38.8,0
0,1,0,2,2,2,2,90.6,1020.2,0
1,1,2,2,2,0,2,96.7,1244.5,1
0,1,0,0,1,1,1,19.7,1161.8,0
0,1,0,2,0,0,2,73.7,1463.5,1
0,0,1,1,2,0,1,35.8,1316.9,0
0,1,0,0,1,1,1,20.7,587.1,0
0,1,2,2,2,2,0,103.8,5970.0,0
1,1,0,2,0,0,2,70.3,2416.6,1
0,1,2,2,2,2,2,95.7,4816.7,1
1,1,2,2,2,0,3,95.7,6857.0,0
1,1,0,2,0,0,0,74.1,600.2,0
1,1,2,0,1,1,2,24.3,914.4,0
0,1,0,0,1,1,0,19.9,1434.1,0
1,1,2,2,2,0,2,95.6,3930.6,0
1,1,0,2,2,2,2,95.0,5535.8,0
1,1,2,2,2,2,1,110.8,6640.7,0
0,1,2,0,1,1,1,25.4,1847.6,0
0,1,2,0,1,1,1,23.2,245.2,1
0,1,0,1,0,0,2,51.1,2092.9,0
1,1,2,1,2,2,1,84.4,3571.6,0
1,1,0,1,0,0,3,44.5,44.5,1
0,1,0,2,0,2,2,90.1,4137.2,0
0,1,0,1,2,2,2,75.5,4025.6,0
0,0,1,1,0,2,1,53.7,521.0,0
0,1,2,1,2,2,1,85.5,6227.5,0
0,1,2,2,2,2,2,99.4,7285.7,0
0,1,2,2,2,0,2,89.6,5231.2,0
1,1,2,2,0,0,1,75.2,216.8,1
0,1,0,2,0,0,2,79.9,152.5,1
1,1,0,2,2,0,3,80.1,80.1,1
1,1,2,2,2,0,2,89.2,990.3,0
1,1,2,2,2,2,2,98.4,4889.2,0
1,1,2,2,2,2,2,113.7,7714.7,0
1,1,0,2,0,0,2,70.8,154.9,1
0,1,2,2,2,2,2,98.8,1587.6,1
0,1,0,2,2,2,2,99.9,990.9,1
1,1,2,1,0,2,0,68.8,3815.4,0
1,1,2,2,2,2,2,103.9,4946.1,0
0,1,2,0,1,1,0,25.0,1802.6,0
1,1,0,0,1,1,3,20.9,20.9,1
1,1,0,0,1,1,3,19.6,521.8,0
0,1,2,0,1,1,0,25.3,676.4,1
1,1,0,1,0,0,1,54.5,3675.0,0
0,1,0,2,0,0,2,69.8,146.7,0
1,1,0,2,2,0,1,78.0,3384.0,1
1,1,0,0,1,1,3,20.1,100.4,0
0,1,0,2,2,2,1,101.3,1794.7,0
0,1,0,2,0,0,2,70.3,738.2,1
0,1,2,2,2,2,2,103.7,7634.8,0
0,1,2,2,2,2,0,104.8,6597.3,0
1,1,0,1,2,2,3,78.2,2079.0,0
1,1,2,0,1,1,1,25.4,949.8,0
1,1,2,2,0,2,2,90.1,1612.8,1
0,1,0,2,0,0,2,73.5,791.8,1
0,1,0,0,1,1,0,20.6,926.0,0
1,1,0,1,0,0,2,60.6,1297.8,0
1,1,2,1,2,2,0,93.3,6689.0,0
1,1,0,1,0,0,3,50.0,892.7,0
1,1,0,1,0,0,1,49.9,865.8,0
1,0,1,1,2,2,1,61.4,4310.4,0
1,1,0,1,0,0,0,55.3,1530.6,0
0,0,1,1,2,2,1,60.0,1682.1,0
1,1,2,2,0,0,1,79.0,2839.7,1
0,1,0,0,1,1,0,19.8,342.3,0
1,1,2,1,2,2,0,80.6,2471.6,0
0,1,0,1,0,0,2,56.2,291.5,0
0,1,2,2,0,0,3,77.9,2351.5,0
1,1,2,1,0,2,2,71.8,3472.1,0
0,1,0,1,0,0,0,45.4,518.9,1
1,1,0,2,2,0,2,78.1,78.1,1
1,1,2,2,2,0,3,89.6,365.7,1
0,1,0,0,1,1,1,20.6,51.2,1
1,1,0,2,2,0,2,79.4,244.7,1
0,1,0,1,0,0,0,65.6,2313.8,0
1,1,0,1,0,0,3,66.3,1533.8,0
1,1,0,2,0,0,3,79.1,1783.8,0
1,1,2,2,2,2,0,100.2,4459.8,0
0,1,0,0,1,1,0,20.3,488.3,0
0,1,2,2,2,2,0,99.7,2404.9,0
0,1,0,0,1,1,1,19.9,916.0,0
0,1,0,1,0,0,3,56.2,168.2,1
1,1,0,2,2,0,2,87.1,713.6,0
0,0,1,1,2,2,3,54.0,2375.4,1
1,1,2,2,0,0,2,90.6,5116.6,0
0,1,0,0,1,1,3,20.6,20.6,0
0,1,0,2,2,0,2,92.6,4779.5,0
0,1,0,0,1,1,1,19.3,1192.7,0
1,1,2,1,0,0,3,48.9,631.4,0
1,1,0,2,0,2,0,89.9,4287.2,0
1,0,1,1,2,2,2,55.9,2184.4,1
1,1,0,2,0,2,1,89.2,3990.8,0
0,1,0,1,2,0,1,53.4,188.7,1
0,1,0,2,0,0,1,74.3,1178.3,1
0,1,0,1,0,2,0,65.6,339.9,0
1,1,2,2,2,2,1,100.3,3541.4,0
1,1,0,1,0,0,3,50.9,466.6,0
1,1,0,0,1,1,3,19.9,739.4,0
1,1,0,2,2,0,2,86.3,587.1,1
1,1,0,0,1,1,0,20.2,20.2,1
1,0,1,1,0,0,1,25.1,712.9,1
1,1,2,2,2,0,3,95.2,5000.1,0
0,1,0,1,2,0,0,70.1,4049.0,0
1,1,2,2,2,2,0,108.5,8003.8,0
0,0,1,1,2,0,1,38.6,156.1,0
1,1,2,2,2,2,2,111.5,7267.0,0
0,1,2,2,0,0,1,80.4,5589.3,0
1,1,2,2,0,2,1,96.1,6019.4,0
0,1,2,2,2,0,2,93.0,3415.3,0
1,1,0,0,1,1,0,19.7,779.3,0
1,1,2,1,2,2,0,91.6,5964.0,0
0,1,2,1,0,0,2,61.2,61.2,0
1,1,0,1,0,0,3,66.2,1874.5,0
1,1,0,0,1,1,0,19.5,1167.6,0
1,1,0,0,1,1,3,20.6,20.6,1
0,0,1,1,0,0,2,40.5,1912.9,0
0,1,2,2,2,2,1,111.8,5443.7,0
0,1,0,2,2,2,2,111.2,4507.2,0
1,1,2,2,0,0,1,90.2,6297.7,0
1,1,0,1,0,0,2,48.9,736.8,0
1,1,0,2,2,2,1,94.5,743.0,1
1,0,1,1,0,0,2,25.3,77.8,1
1,1,2,2,0,0,2,90.5,5044.8,0
1,1,0,0,1,1,3,19.7,19.7,0
0,1,0,2,0,0,0,71.8,1167.8,1
0,1,0,1,2,2,1,80.0,3183.0,1
1,1,2,2,0,2,2,94.9,953.5,1
1,1,2,2,2,2,1,108.9,4854.3,0
0,1,0,1,2,0,3,56.3,628.7,0
1,1,0,0,1,1,3,20.7,835.2,0
0,1,2,2,2,2,2,109.2,6941.2,1
1,1,0,2,0,0,2,79.2,1742.5,0
1,1,0,2,2,2,1,99.8,442.9,1
1,1,2,1,2,2,0,89.9,6697.4,0
0,1,2,0,1,1,3,24.6,1160.5,0
0,1,0,2,0,0,0,84.3,3539.3,0
1,1,2,2,2,2,0,113.1,8248.5,0
1,1,2,2,2,2,2,111.3,7511.7,0
1,1,0,2,2,2,2,89.3,577.6,1
1,1,0,1,2,0,1,70.2,4224.7,0
0,1,0,2,2,0,1,98.2,4116.8,0
1,1,2,2,0,0,1,91.0,5930.1,0
0,0,1,1,2,2,2,49.2,2550.9,1
1,1,2,2,2,2,2,93.9,93.9,1
1,1,2,2,0,2,0,93.4,5435.6,1
1,0,1,1,2,2,0,63.8,4684.3,0
0,1,2,2,2,2,2,95.5,3474.1,1
1,1,0,0,1,1,1,20.5,1502.3,0
1,1,0,2,0,0,3,69.2,3649.6,0
0,1,0,0,1,1,0,19.3,1447.9,0
0,1,2,2,2,2,0,99.5,6841.5,0
1,1,0,0,1,1,0,20.3,246.3,0
0,0,1,1,0,0,3,24.2,24.2,0
0,1,2,2,2,2,2,105.0,294.5,1
1,1,2,2,0,2,2,99.2,3754.6,1
0,0,1,1,0,0,0,25.2,102.5,1
0,1,2,2,2,2,1,94.7,6079.0,0
0,1,0,2,2,0,2,85.9,2199.1,0
0,1,2,1,2,2,0,92.0,6632.8,0
0,1,0,1,0,0,1,51.3,411.6,0
1,1,0,2,0,2,0,80.3,846.0,1
0,1,0,0,1,1,0,20.2,130.5,0
0,1,2,1,2,2,2,80.9,4079.6,0
0,1,2,0,1,1,3,25.4,1715.2,0
1,1,2,1,2,2,0,92.2,6474.5,0
0,1,2,0,1,1,1,25.3,1474.4,0
0,1,2,1,0,2,1,77.3,5498.2,0
1,1,0,0,1,1,1,19.7,1379.8,0
1,1,0,1,0,0,1,49.4,3251.9,0
1,0,1,1,0,2,1,35.5,552.7,0
1,1,2,1,0,0,1,59.5,2136.9,0
1,1,2,2,2,0,0,95.5,6223.3,0
1,1,0,1,0,0,2,44.0,85.1,0
1,1,0,1,0,0,3,48.8,1536.8,0
0,1,2,2,2,0,2,90.0,1178.4,1
0,1,0,0,1,1,0,20.3,174.7,0
0,1,0,2,2,0,2,79.0,143.7,1
0,1,2,1,2,2,2,85.3,5538.4,0
0,1,0,0,1,1,1,20.8,67.1,0
0,1,0,0,1,1,3,19.8,19.8,1
1,1,0,1,2,0,0,64.1,4326.3,0
1,1,2,2,0,2,2,86.5,830.9,1
1,1,2,2,2,2,3,100.5,4941.8,1
1,1,0,0,1,1,0,20.3,470.6,0
1,1,0,2,2,2,2,96.9,1235.6,0
0,1,0,0,1,1,1,19.9,1267.1,0
1,0,1,1,2,0,2,35.9,973.7,0
1,1,2,2,0,2,2,89.5,161.5,1
0,1,0,2,0,0,2,75.6,661.6,0
0,1,2,2,2,2,2,109.6,6119.0,0
0,1,0,1,0,0,0,61.6,1611.0,0
1,1,0,0,1,1,3,20.5,398.6,0
0,1,2,2,0,0,1,85.5,6029.0,0
0,1,0,0,1,1,1,20.4,695.9,0
0,1,0,0,1,1,1,19.8,294.9,0
1,1,2,0,1,1,1,24.8,692.1,1
1,1,0,2,0,0,1,81.3,4639.5,0
0,1,2,0,1,1,1,23.9,1626.4,0
1,1,0,2,2,2,1,95.3,4424.2,1
1,1,0,1,0,2,0,68.3,1114.9,0
1,1,2,2,2,2,2,95.6,4783.5,1
0,1,2,1,2,2,3,84.8,1990.5,0
1,0,1,1,0,2,2,42.6,72.4,1
1,1,2,1,2,0,0,66.8,3970.4,0
0,1,0,2,2,2,2,89.3,89.3,0
1,1,0,2,0,2,2,86.1,3861.5,0
0,1,0,1,0,0,2,50.5,50.5,1
0,0,1,1,0,2,3,43.4,371.4,0
1,1,2,2,2,0,2,90.0,1993.8,1
0,1,2,2,2,2,0,115.8,7942.2,0
0,1,0,2,0,0,2,74.5,609.9,1
0,1,2,2,2,2,0,106.1,7848.5,0
1,1,0,1,0,2,0,63.8,3007.3,0
0,1,2,2,0,0,0,72.2,305.6,1
1,1,0,2,2,0,2,78.9,2384.2,1
